"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 20:05:17 GMT 2024","Fri Nov 08 20:05:18 GMT 2024","550","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Fri Nov 08 20:05:27 GMT 2024","Fri Nov 08 20:05:28 GMT 2024","336","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Fri Nov 08 20:05:36 GMT 2024","Fri Nov 08 20:05:43 GMT 2024","6105","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Fri Nov 08 20:05:28 GMT 2024","Fri Nov 08 20:05:29 GMT 2024","812","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"broken","Thu Nov 07 09:15:46 GMT 2024","Thu Nov 07 09:15:46 GMT 2024","4","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа",""
"passed","Fri Nov 08 20:05:26 GMT 2024","Fri Nov 08 20:05:27 GMT 2024","703","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Fri Nov 08 20:05:25 GMT 2024","Fri Nov 08 20:05:25 GMT 2024","705","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Fri Nov 08 20:05:27 GMT 2024","Fri Nov 08 20:05:27 GMT 2024","637","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Fri Nov 08 20:05:29 GMT 2024","Fri Nov 08 20:05:36 GMT 2024","7254","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Fri Nov 08 20:05:25 GMT 2024","Fri Nov 08 20:05:26 GMT 2024","562","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Fri Nov 08 20:05:17 GMT 2024","Fri Nov 08 20:05:17 GMT 2024","878","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Fri Nov 08 20:05:23 GMT 2024","Fri Nov 08 20:05:24 GMT 2024","1244","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Fri Nov 08 20:05:43 GMT 2024","Fri Nov 08 20:05:43 GMT 2024","305","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Fri Nov 08 20:05:11 GMT 2024","Fri Nov 08 20:05:15 GMT 2024","3967","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Fri Nov 08 20:05:19 GMT 2024","Fri Nov 08 20:05:19 GMT 2024","442","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Fri Nov 08 20:05:18 GMT 2024","Fri Nov 08 20:05:19 GMT 2024","662","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Fri Nov 08 20:05:24 GMT 2024","Fri Nov 08 20:05:25 GMT 2024","853","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Fri Nov 08 20:05:28 GMT 2024","Fri Nov 08 20:05:28 GMT 2024","337","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Fri Nov 08 20:05:19 GMT 2024","Fri Nov 08 20:05:20 GMT 2024","866","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Fri Nov 08 20:05:15 GMT 2024","Fri Nov 08 20:05:17 GMT 2024","1915","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Fri Nov 08 20:05:43 GMT 2024","Fri Nov 08 20:05:43 GMT 2024","630","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
