"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 10 18:50:08 GMT 2024","Sun Nov 10 18:50:09 GMT 2024","929","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Sun Nov 10 18:50:16 GMT 2024","Sun Nov 10 18:50:17 GMT 2024","749","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Sun Nov 10 18:50:20 GMT 2024","Sun Nov 10 18:50:21 GMT 2024","579","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Sun Nov 10 18:50:14 GMT 2024","Sun Nov 10 18:50:15 GMT 2024","1403","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 18:50:11 GMT 2024","Sun Nov 10 18:50:12 GMT 2024","876","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Sun Nov 10 18:50:02 GMT 2024","Sun Nov 10 18:50:05 GMT 2024","2840","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 18:50:46 GMT 2024","Sun Nov 10 18:50:46 GMT 2024","320","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Sun Nov 10 18:50:45 GMT 2024","Sun Nov 10 18:50:46 GMT 2024","600","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Sun Nov 10 18:50:21 GMT 2024","Sun Nov 10 18:50:22 GMT 2024","867","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Sun Nov 10 18:50:17 GMT 2024","Sun Nov 10 18:50:18 GMT 2024","983","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Sun Nov 10 18:50:18 GMT 2024","Sun Nov 10 18:50:19 GMT 2024","774","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Sun Nov 10 18:50:15 GMT 2024","Sun Nov 10 18:50:16 GMT 2024","888","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Sun Nov 10 18:50:19 GMT 2024","Sun Nov 10 18:50:19 GMT 2024","680","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Sun Nov 10 18:50:22 GMT 2024","Sun Nov 10 18:50:39 GMT 2024","17329","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Sun Nov 10 18:50:19 GMT 2024","Sun Nov 10 18:50:20 GMT 2024","658","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Sun Nov 10 18:50:10 GMT 2024","Sun Nov 10 18:50:10 GMT 2024","722","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Sun Nov 10 18:50:10 GMT 2024","Sun Nov 10 18:50:11 GMT 2024","702","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Sun Nov 10 18:50:09 GMT 2024","Sun Nov 10 18:50:10 GMT 2024","860","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Sun Nov 10 18:50:05 GMT 2024","Sun Nov 10 18:50:08 GMT 2024","2457","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Sun Nov 10 18:50:39 GMT 2024","Sun Nov 10 18:50:45 GMT 2024","6063","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
