"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 10:05:39 GMT 2024","Tue Nov 12 10:05:39 GMT 2024","614","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 10:05:43 GMT 2024","Tue Nov 12 10:05:49 GMT 2024","6048","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 10:05:49 GMT 2024","Tue Nov 12 10:05:55 GMT 2024","5985","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 10:05:31 GMT 2024","Tue Nov 12 10:05:31 GMT 2024","506","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 10:05:42 GMT 2024","Tue Nov 12 10:05:42 GMT 2024","304","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 10:05:41 GMT 2024","Tue Nov 12 10:05:42 GMT 2024","296","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 10:05:39 GMT 2024","Tue Nov 12 10:05:40 GMT 2024","556","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 10:05:40 GMT 2024","Tue Nov 12 10:05:41 GMT 2024","634","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 10:05:25 GMT 2024","Tue Nov 12 10:05:28 GMT 2024","2855","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:05:38 GMT 2024","Tue Nov 12 10:05:39 GMT 2024","772","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:05:33 GMT 2024","Tue Nov 12 10:05:33 GMT 2024","811","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 10:05:37 GMT 2024","Tue Nov 12 10:05:38 GMT 2024","1181","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:05:41 GMT 2024","Tue Nov 12 10:05:41 GMT 2024","646","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 10:05:30 GMT 2024","Tue Nov 12 10:05:31 GMT 2024","792","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:05:56 GMT 2024","Tue Nov 12 10:05:56 GMT 2024","273","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 10:05:32 GMT 2024","Tue Nov 12 10:05:33 GMT 2024","415","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 10:05:42 GMT 2024","Tue Nov 12 10:05:43 GMT 2024","925","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 10:05:28 GMT 2024","Tue Nov 12 10:05:30 GMT 2024","1738","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 10:05:55 GMT 2024","Tue Nov 12 10:05:56 GMT 2024","630","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 10:05:31 GMT 2024","Tue Nov 12 10:05:32 GMT 2024","629","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
