"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 10:09:49 GMT 2024","Tue Nov 12 10:09:50 GMT 2024","1038","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 10:09:41 GMT 2024","Tue Nov 12 10:09:45 GMT 2024","3990","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:09:51 GMT 2024","Tue Nov 12 10:09:51 GMT 2024","581","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 10:10:02 GMT 2024","Tue Nov 12 10:10:03 GMT 2024","816","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 10:09:45 GMT 2024","Tue Nov 12 10:09:47 GMT 2024","2556","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 10:10:05 GMT 2024","Tue Nov 12 10:10:16 GMT 2024","10995","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 10:09:51 GMT 2024","Tue Nov 12 10:09:53 GMT 2024","1439","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 10:10:01 GMT 2024","Tue Nov 12 10:10:02 GMT 2024","1297","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 10:10:16 GMT 2024","Tue Nov 12 10:10:22 GMT 2024","5992","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 10:10:03 GMT 2024","Tue Nov 12 10:10:04 GMT 2024","447","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 10:09:56 GMT 2024","Tue Nov 12 10:09:58 GMT 2024","1448","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:10:04 GMT 2024","Tue Nov 12 10:10:05 GMT 2024","1034","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 10:09:58 GMT 2024","Tue Nov 12 10:09:59 GMT 2024","1103","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:09:59 GMT 2024","Tue Nov 12 10:09:59 GMT 2024","867","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 10:10:03 GMT 2024","Tue Nov 12 10:10:03 GMT 2024","781","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 10:09:47 GMT 2024","Tue Nov 12 10:09:49 GMT 2024","1467","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:09:59 GMT 2024","Tue Nov 12 10:10:01 GMT 2024","1066","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 10:09:50 GMT 2024","Tue Nov 12 10:09:51 GMT 2024","855","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 10:10:22 GMT 2024","Tue Nov 12 10:10:23 GMT 2024","577","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 10:10:23 GMT 2024","Tue Nov 12 10:10:23 GMT 2024","290","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
