"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 10:12:19 GMT 2024","Tue Nov 12 10:12:20 GMT 2024","1031","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:12:20 GMT 2024","Tue Nov 12 10:12:21 GMT 2024","712","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 10:12:32 GMT 2024","Tue Nov 12 10:12:36 GMT 2024","3917","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 10:12:21 GMT 2024","Tue Nov 12 10:12:21 GMT 2024","829","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 10:12:29 GMT 2024","Tue Nov 12 10:12:30 GMT 2024","691","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 10:12:27 GMT 2024","Tue Nov 12 10:12:28 GMT 2024","850","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 10:12:30 GMT 2024","Tue Nov 12 10:12:31 GMT 2024","496","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 10:12:14 GMT 2024","Tue Nov 12 10:12:17 GMT 2024","3262","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:12:25 GMT 2024","Tue Nov 12 10:12:27 GMT 2024","1401","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 10:12:17 GMT 2024","Tue Nov 12 10:12:19 GMT 2024","1908","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 10:12:30 GMT 2024","Tue Nov 12 10:12:30 GMT 2024","310","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 10:12:28 GMT 2024","Tue Nov 12 10:12:29 GMT 2024","520","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 10:12:36 GMT 2024","Tue Nov 12 10:12:42 GMT 2024","6115","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 10:12:43 GMT 2024","Tue Nov 12 10:12:43 GMT 2024","327","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 10:12:28 GMT 2024","Tue Nov 12 10:12:28 GMT 2024","638","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 10:12:31 GMT 2024","Tue Nov 12 10:12:32 GMT 2024","953","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 10:12:22 GMT 2024","Tue Nov 12 10:12:23 GMT 2024","841","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 10:12:42 GMT 2024","Tue Nov 12 10:12:43 GMT 2024","654","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 10:12:21 GMT 2024","Tue Nov 12 10:12:22 GMT 2024","443","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 10:12:30 GMT 2024","Tue Nov 12 10:12:30 GMT 2024","615","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
