"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 16:40:46 GMT 2024","Thu Nov 14 16:40:47 GMT 2024","864","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Thu Nov 14 16:40:37 GMT 2024","Thu Nov 14 16:40:39 GMT 2024","2052","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Thu Nov 14 16:40:45 GMT 2024","Thu Nov 14 16:40:46 GMT 2024","1233","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Thu Nov 14 16:40:47 GMT 2024","Thu Nov 14 16:40:48 GMT 2024","1275","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Thu Nov 14 16:40:50 GMT 2024","Thu Nov 14 16:40:51 GMT 2024","605","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Thu Nov 14 16:40:51 GMT 2024","Thu Nov 14 16:40:51 GMT 2024","389","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Thu Nov 14 16:40:56 GMT 2024","Thu Nov 14 16:41:02 GMT 2024","6023","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Thu Nov 14 16:40:40 GMT 2024","Thu Nov 14 16:40:40 GMT 2024","585","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Thu Nov 14 16:40:53 GMT 2024","Thu Nov 14 16:40:56 GMT 2024","3673","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Thu Nov 14 16:40:48 GMT 2024","Thu Nov 14 16:40:49 GMT 2024","635","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Thu Nov 14 16:41:03 GMT 2024","Thu Nov 14 16:41:03 GMT 2024","322","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Thu Nov 14 16:40:51 GMT 2024","Thu Nov 14 16:40:52 GMT 2024","914","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Thu Nov 14 16:40:40 GMT 2024","Thu Nov 14 16:40:41 GMT 2024","659","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Thu Nov 14 16:40:51 GMT 2024","Thu Nov 14 16:40:51 GMT 2024","359","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Thu Nov 14 16:40:33 GMT 2024","Thu Nov 14 16:40:37 GMT 2024","3851","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Thu Nov 14 16:40:49 GMT 2024","Thu Nov 14 16:40:50 GMT 2024","986","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Thu Nov 14 16:40:42 GMT 2024","Thu Nov 14 16:40:42 GMT 2024","864","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Thu Nov 14 16:40:39 GMT 2024","Thu Nov 14 16:40:40 GMT 2024","906","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Thu Nov 14 16:40:41 GMT 2024","Thu Nov 14 16:40:42 GMT 2024","462","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Thu Nov 14 16:41:02 GMT 2024","Thu Nov 14 16:41:03 GMT 2024","617","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
