"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 08:33:55 GMT 2024","Tue Nov 12 08:34:00 GMT 2024","5517","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 08:33:52 GMT 2024","Tue Nov 12 08:33:53 GMT 2024","861","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 08:33:44 GMT 2024","Tue Nov 12 08:33:45 GMT 2024","442","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 08:34:06 GMT 2024","Tue Nov 12 08:34:07 GMT 2024","567","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 08:33:40 GMT 2024","Tue Nov 12 08:33:42 GMT 2024","1878","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 08:34:07 GMT 2024","Tue Nov 12 08:34:07 GMT 2024","282","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 08:33:50 GMT 2024","Tue Nov 12 08:33:51 GMT 2024","786","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 08:33:43 GMT 2024","Tue Nov 12 08:33:44 GMT 2024","654","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 08:33:45 GMT 2024","Tue Nov 12 08:33:45 GMT 2024","828","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 08:33:49 GMT 2024","Tue Nov 12 08:33:50 GMT 2024","940","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:33:48 GMT 2024","Tue Nov 12 08:33:49 GMT 2024","1265","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 08:33:43 GMT 2024","Tue Nov 12 08:33:43 GMT 2024","517","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 08:33:36 GMT 2024","Tue Nov 12 08:33:40 GMT 2024","3933","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 08:33:54 GMT 2024","Tue Nov 12 08:33:55 GMT 2024","739","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 08:33:51 GMT 2024","Tue Nov 12 08:33:52 GMT 2024","674","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 08:34:00 GMT 2024","Tue Nov 12 08:34:06 GMT 2024","5975","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 08:33:53 GMT 2024","Tue Nov 12 08:33:54 GMT 2024","377","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 08:33:42 GMT 2024","Tue Nov 12 08:33:43 GMT 2024","1009","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:33:53 GMT 2024","Tue Nov 12 08:33:53 GMT 2024","597","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 08:33:54 GMT 2024","Tue Nov 12 08:33:54 GMT 2024","300","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
