"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 10 18:42:43 GMT 2024","Sun Nov 10 18:42:44 GMT 2024","732","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Sun Nov 10 18:42:54 GMT 2024","Sun Nov 10 18:42:55 GMT 2024","420","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Sun Nov 10 18:42:55 GMT 2024","Sun Nov 10 18:42:56 GMT 2024","921","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Sun Nov 10 18:42:49 GMT 2024","Sun Nov 10 18:42:50 GMT 2024","984","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Sun Nov 10 18:42:53 GMT 2024","Sun Nov 10 18:42:54 GMT 2024","1127","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Sun Nov 10 18:42:44 GMT 2024","Sun Nov 10 18:42:45 GMT 2024","956","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Sun Nov 10 18:42:40 GMT 2024","Sun Nov 10 18:42:42 GMT 2024","2091","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Sun Nov 10 18:42:44 GMT 2024","Sun Nov 10 18:42:44 GMT 2024","526","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Sun Nov 10 18:42:52 GMT 2024","Sun Nov 10 18:42:53 GMT 2024","761","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Sun Nov 10 18:42:36 GMT 2024","Sun Nov 10 18:42:39 GMT 2024","2975","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 18:43:09 GMT 2024","Sun Nov 10 18:43:09 GMT 2024","572","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Sun Nov 10 18:42:48 GMT 2024","Sun Nov 10 18:42:49 GMT 2024","1296","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 18:42:50 GMT 2024","Sun Nov 10 18:42:51 GMT 2024","951","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Sun Nov 10 18:42:42 GMT 2024","Sun Nov 10 18:42:43 GMT 2024","946","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Sun Nov 10 18:42:56 GMT 2024","Sun Nov 10 18:43:03 GMT 2024","6671","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Sun Nov 10 18:43:03 GMT 2024","Sun Nov 10 18:43:09 GMT 2024","5976","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Sun Nov 10 18:43:09 GMT 2024","Sun Nov 10 18:43:10 GMT 2024","279","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Sun Nov 10 18:42:55 GMT 2024","Sun Nov 10 18:42:55 GMT 2024","385","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Sun Nov 10 18:42:43 GMT 2024","Sun Nov 10 18:42:43 GMT 2024","565","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Sun Nov 10 18:42:51 GMT 2024","Sun Nov 10 18:42:52 GMT 2024","811","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
