"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 09:54:32 GMT 2024","Tue Nov 12 09:54:33 GMT 2024","831","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 09:54:35 GMT 2024","Tue Nov 12 09:54:50 GMT 2024","14717","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 09:54:19 GMT 2024","Tue Nov 12 09:54:20 GMT 2024","710","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 09:54:26 GMT 2024","Tue Nov 12 09:54:27 GMT 2024","1553","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 09:54:56 GMT 2024","Tue Nov 12 09:54:57 GMT 2024","686","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 09:54:22 GMT 2024","Tue Nov 12 09:54:23 GMT 2024","1126","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 09:54:33 GMT 2024","Tue Nov 12 09:54:33 GMT 2024","430","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 09:54:20 GMT 2024","Tue Nov 12 09:54:21 GMT 2024","884","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 09:54:29 GMT 2024","Tue Nov 12 09:54:29 GMT 2024","882","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 09:54:33 GMT 2024","Tue Nov 12 09:54:35 GMT 2024","1341","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 09:54:12 GMT 2024","Tue Nov 12 09:54:16 GMT 2024","3295","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 09:54:57 GMT 2024","Tue Nov 12 09:54:57 GMT 2024","342","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 09:54:29 GMT 2024","Tue Nov 12 09:54:30 GMT 2024","1032","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 09:54:21 GMT 2024","Tue Nov 12 09:54:22 GMT 2024","591","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 09:54:33 GMT 2024","Tue Nov 12 09:54:33 GMT 2024","447","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 09:54:18 GMT 2024","Tue Nov 12 09:54:19 GMT 2024","1153","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 09:54:16 GMT 2024","Tue Nov 12 09:54:18 GMT 2024","2315","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 09:54:27 GMT 2024","Tue Nov 12 09:54:29 GMT 2024","1112","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 09:54:30 GMT 2024","Tue Nov 12 09:54:32 GMT 2024","1247","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 09:54:50 GMT 2024","Tue Nov 12 09:54:56 GMT 2024","6121","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
