"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 10 17:00:18 GMT 2024","Sun Nov 10 17:00:18 GMT 2024","325","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Sun Nov 10 17:00:19 GMT 2024","Sun Nov 10 17:00:22 GMT 2024","2743","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Sun Nov 10 17:00:10 GMT 2024","Sun Nov 10 17:00:11 GMT 2024","944","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Sun Nov 10 17:00:09 GMT 2024","Sun Nov 10 17:00:10 GMT 2024","672","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Sun Nov 10 17:00:14 GMT 2024","Sun Nov 10 17:00:15 GMT 2024","871","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Sun Nov 10 17:00:18 GMT 2024","Sun Nov 10 17:00:18 GMT 2024","351","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Sun Nov 10 17:00:22 GMT 2024","Sun Nov 10 17:00:28 GMT 2024","5941","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Sun Nov 10 17:00:17 GMT 2024","Sun Nov 10 17:00:18 GMT 2024","591","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Sun Nov 10 17:00:05 GMT 2024","Sun Nov 10 17:00:07 GMT 2024","2093","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Sun Nov 10 17:00:29 GMT 2024","Sun Nov 10 17:00:29 GMT 2024","271","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Sun Nov 10 17:00:01 GMT 2024","Sun Nov 10 17:00:05 GMT 2024","3677","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 17:00:07 GMT 2024","Sun Nov 10 17:00:08 GMT 2024","920","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Sun Nov 10 17:00:16 GMT 2024","Sun Nov 10 17:00:16 GMT 2024","693","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Sun Nov 10 17:00:09 GMT 2024","Sun Nov 10 17:00:09 GMT 2024","669","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Sun Nov 10 17:00:13 GMT 2024","Sun Nov 10 17:00:14 GMT 2024","1273","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Sun Nov 10 17:00:15 GMT 2024","Sun Nov 10 17:00:16 GMT 2024","661","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Sun Nov 10 17:00:16 GMT 2024","Sun Nov 10 17:00:17 GMT 2024","664","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Sun Nov 10 17:00:08 GMT 2024","Sun Nov 10 17:00:09 GMT 2024","534","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Sun Nov 10 17:00:28 GMT 2024","Sun Nov 10 17:00:29 GMT 2024","559","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Sun Nov 10 17:00:18 GMT 2024","Sun Nov 10 17:00:19 GMT 2024","776","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
