"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 08:35:53 GMT 2024","Tue Nov 12 08:35:54 GMT 2024","554","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 08:35:54 GMT 2024","Tue Nov 12 08:35:54 GMT 2024","284","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 08:36:33 GMT 2024","Tue Nov 12 08:36:33 GMT 2024","295","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 08:35:52 GMT 2024","Tue Nov 12 08:35:53 GMT 2024","488","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Tue Nov 12 08:35:54 GMT 2024","Tue Nov 12 08:35:55 GMT 2024","695","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 08:36:32 GMT 2024","Tue Nov 12 08:36:33 GMT 2024","618","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 08:35:53 GMT 2024","Tue Nov 12 08:35:53 GMT 2024","663","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 08:35:56 GMT 2024","Tue Nov 12 08:36:26 GMT 2024","30514","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 08:35:45 GMT 2024","Tue Nov 12 08:35:46 GMT 2024","398","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 08:35:45 GMT 2024","Tue Nov 12 08:35:45 GMT 2024","618","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 08:35:51 GMT 2024","Tue Nov 12 08:35:51 GMT 2024","768","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:35:46 GMT 2024","Tue Nov 12 08:35:47 GMT 2024","804","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 08:35:41 GMT 2024","Tue Nov 12 08:35:43 GMT 2024","1905","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 08:36:26 GMT 2024","Tue Nov 12 08:36:32 GMT 2024","6033","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 08:35:44 GMT 2024","Tue Nov 12 08:35:45 GMT 2024","640","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 08:35:43 GMT 2024","Tue Nov 12 08:35:44 GMT 2024","799","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:35:49 GMT 2024","Tue Nov 12 08:35:51 GMT 2024","1275","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 08:35:51 GMT 2024","Tue Nov 12 08:35:52 GMT 2024","794","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 08:35:54 GMT 2024","Tue Nov 12 08:35:54 GMT 2024","308","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 08:35:38 GMT 2024","Tue Nov 12 08:35:41 GMT 2024","3175","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
