"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 08:23:08 GMT 2024","Tue Nov 12 08:23:09 GMT 2024","711","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Tue Nov 12 08:23:13 GMT 2024","Tue Nov 12 08:23:19 GMT 2024","5967","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Tue Nov 12 08:22:59 GMT 2024","Tue Nov 12 08:22:59 GMT 2024","478","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Tue Nov 12 08:23:04 GMT 2024","Tue Nov 12 08:23:05 GMT 2024","806","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:23:19 GMT 2024","Tue Nov 12 08:23:20 GMT 2024","573","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
"passed","Tue Nov 12 08:23:08 GMT 2024","Tue Nov 12 08:23:08 GMT 2024","301","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Tue Nov 12 08:23:00 GMT 2024","Tue Nov 12 08:23:01 GMT 2024","775","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Tue Nov 12 08:23:05 GMT 2024","Tue Nov 12 08:23:05 GMT 2024","622","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Tue Nov 12 08:23:00 GMT 2024","Tue Nov 12 08:23:00 GMT 2024","592","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Tue Nov 12 08:23:03 GMT 2024","Tue Nov 12 08:23:04 GMT 2024","1272","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 08:23:07 GMT 2024","Tue Nov 12 08:23:07 GMT 2024","573","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Tue Nov 12 08:22:56 GMT 2024","Tue Nov 12 08:22:58 GMT 2024","1950","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Tue Nov 12 08:22:53 GMT 2024","Tue Nov 12 08:22:56 GMT 2024","2825","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Tue Nov 12 08:22:59 GMT 2024","Tue Nov 12 08:23:00 GMT 2024","625","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Tue Nov 12 08:23:06 GMT 2024","Tue Nov 12 08:23:07 GMT 2024","648","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Tue Nov 12 08:23:20 GMT 2024","Tue Nov 12 08:23:20 GMT 2024","281","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Tue Nov 12 08:23:09 GMT 2024","Tue Nov 12 08:23:13 GMT 2024","4274","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Tue Nov 12 08:22:58 GMT 2024","Tue Nov 12 08:22:59 GMT 2024","825","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Tue Nov 12 08:23:07 GMT 2024","Tue Nov 12 08:23:08 GMT 2024","308","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Tue Nov 12 08:23:05 GMT 2024","Tue Nov 12 08:23:06 GMT 2024","483","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
