"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 14 16:36:34 GMT 2024","Thu Nov 14 16:36:35 GMT 2024","297","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","invalidAuth","Авторизация заблокированным пользователем",""
"passed","Thu Nov 14 16:36:12 GMT 2024","Thu Nov 14 16:36:13 GMT 2024","807","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateInvalidEmployeeInfo","Изменить информацию несуществующему сотруднику",""
"passed","Thu Nov 14 16:36:03 GMT 2024","Thu Nov 14 16:36:04 GMT 2024","618","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeeById","Получить сотрудника по id",""
"passed","Thu Nov 14 16:36:16 GMT 2024","Thu Nov 14 16:36:17 GMT 2024","1148","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfo","Изменить информацию о сотруднике. Тело запроса согласно схеме",""
"passed","Thu Nov 14 16:36:13 GMT 2024","Thu Nov 14 16:36:14 GMT 2024","980","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployeeWithAllData","Добавление нового сотрудника со всеми полями по схеме",""
"passed","Thu Nov 14 16:36:00 GMT 2024","Thu Nov 14 16:36:02 GMT 2024","1200","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfoWithoutSchema","Изменение данных сотрудника. Тело запроса не по схеме",""
"passed","Thu Nov 14 16:36:08 GMT 2024","Thu Nov 14 16:36:10 GMT 2024","1597","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Thu Nov 14 16:36:16 GMT 2024","Thu Nov 14 16:36:16 GMT 2024","491","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeByInvalidId","Получение сотрудника по несуществующему Id",""
"passed","Thu Nov 14 16:36:02 GMT 2024","Thu Nov 14 16:36:03 GMT 2024","1008","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployee","Добавление нового сотрудника в компанию",""
"passed","Thu Nov 14 16:36:04 GMT 2024","Thu Nov 14 16:36:05 GMT 2024","1194","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","updateEmployeeInfo","Изменение данных сотрудника. Тело запроса по схеме",""
"passed","Thu Nov 14 16:36:02 GMT 2024","Thu Nov 14 16:36:02 GMT 2024","745","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addNewEmployeeToInvalidCompany","Добавление нового сотрудника в несуществующую компанию",""
"passed","Thu Nov 14 16:36:15 GMT 2024","Thu Nov 14 16:36:16 GMT 2024","465","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeesOfCompanyWithInvalidId","Получение списка сотрудников для несуществующей компании",""
"passed","Thu Nov 14 16:36:14 GMT 2024","Thu Nov 14 16:36:15 GMT 2024","911","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","getEmployeeById","Получение сотрудника по Id",""
"passed","Thu Nov 14 16:36:18 GMT 2024","Thu Nov 14 16:36:28 GMT 2024","10219","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [1] standard_user",""
"passed","Thu Nov 14 16:36:28 GMT 2024","Thu Nov 14 16:36:34 GMT 2024","6016","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","fullOrderCycle","Полный цикл заказа [2] performance_glitch_user",""
"passed","Thu Nov 14 16:35:55 GMT 2024","Thu Nov 14 16:35:58 GMT 2024","3019","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","getEmployeesOfCompany","Получение списка сотрудников для компании",""
"passed","Thu Nov 14 16:36:11 GMT 2024","Thu Nov 14 16:36:12 GMT 2024","1221","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","addNewEmployee","Добавление нового сотрудника с минимальным набором полей",""
"passed","Thu Nov 14 16:36:10 GMT 2024","Thu Nov 14 16:36:11 GMT 2024","1284","","api.tests.EmployeeContractTests","","api.tests.EmployeeContractTests","updateEmployeeInfoWithoutSchema","Изменить информацию о сотруднике. Тело запроса не по схеме",""
"passed","Thu Nov 14 16:35:58 GMT 2024","Thu Nov 14 16:36:00 GMT 2024","2552","","api.tests.EmployeeBusinessTests","","api.tests.EmployeeBusinessTests","addEmployeeTwice","Добавление одного и того же сотрудника два раза в одну компанию",""
"passed","Thu Nov 14 16:36:34 GMT 2024","Thu Nov 14 16:36:34 GMT 2024","608","","ui.tests.SwagLabsTests","","ui.tests.SwagLabsTests","validAuth","Авторизация с валидным логином и паролем",""
